time,repetition,hip,ankle,knee,phase
0.10651564598083496,1,1,9,5,s1
0.1385509967803955,1,0,9,3,s1
0.1742570400238037,1,0,8,3,s1
0.20998477935791016,1,0,9,3,s1
0.2428436279296875,1,0,10,3,s1
0.2852134704589844,1,0,10,3,s1
0.3683278560638428,1,0,9,3,s1
0.4130382537841797,1,1,9,3,s1
0.5272486209869385,1,2,9,3,s1
0.5732512474060059,1,3,9,3,s1
0.5995168685913086,1,2,8,3,s1
0.7227294445037842,1,2,8,3,s1
0.8379037380218506,1,1,7,2,s1
0.905860424041748,1,0,7,0,s1
0.9322338104248047,1,0,7,0,s1
0.9698071479797363,1,0,7,0,s1
0.9996309280395508,1,1,7,0,s1
1.064476728439331,1,1,7,0,s1
1.223198652267456,1,1,7,0,s1
1.2772283554077148,1,2,8,0,s1
1.3117923736572266,1,3,8,0,s1
1.3382117748260498,1,3,8,0,s1
1.3695380687713623,1,3,7,0,s1
1.4244189262390137,1,3,7,0,s1
1.557002067565918,1,3,7,0,s1
1.6918537616729736,1,3,7,0,s1
1.726633071899414,1,3,6,0,s1
1.754422903060913,1,3,6,1,s1
1.7842442989349365,1,3,6,1,s1
1.8396639823913574,1,3,5,1,s1
1.8753259181976318,1,3,5,1,s1
1.9092926979064941,1,3,5,1,s1
2.013620615005493,1,3,5,1,s1
2.115645170211792,1,3,5,1,s1
2.142529010772705,1,3,5,1,s1
2.232887029647827,1,3,5,1,s1
2.266418933868408,1,3,5,1,s1
2.3218350410461426,1,2,5,1,s1
2.364917755126953,1,2,5,0,s1
2.405787229537964,1,2,5,0,s1
2.430074691772461,1,1,5,0,s1
2.4621329307556152,1,1,5,0,s1
2.4965381622314453,1,1,5,0,s1
2.5845787525177,1,1,5,0,s1
2.6645052433013916,1,1,5,0,s1
2.7797954082489014,1,1,5,0,s1
2.872025728225708,1,1,4,0,s1
2.900860071182251,1,1,4,0,s1
2.930945634841919,1,2,4,0,s1
2.957076072692871,1,2,4,0,s1
3.0861287117004395,1,3,4,0,s1
3.1136696338653564,1,3,4,0,s1
3.1507272720336914,1,3,4,0,s1
3.175276279449463,1,3,3,0,s1
3.200329065322876,1,3,4,1,s1
3.226816415786743,1,1,2,7,s1
3.2588727474212646,1,1,2,7,s1
3.3144283294677734,1,1,1,7,s1
3.340275526046753,1,2,1,6,s1
3.3652503490448,1,2,1,4,s1
3.47326397895813,1,3,1,3,s1
3.5552818775177,1,3,2,3,s1
3.602627992630005,1,1,3,5,s1
3.628627061843872,1,0,4,6,s1
3.6544435024261475,1,0,4,6,s1
3.703774929046631,1,0,5,7,s1
3.7308881282806396,1,0,4,6,s1
3.8029682636260986,1,0,5,7,s1
3.8866913318634033,1,1,5,5,s1
3.9450442790985107,1,2,5,4,s1
4.0034894943237305,1,2,5,4,s1
4.042253732681274,1,3,4,3,s1
4.080921411514282,1,3,4,3,s1
4.1283533573150635,1,3,1,2,s1
4.15777850151062,1,3,1,1,s1
4.1842968463897705,1,3,1,1,s1
4.213293552398682,1,3,0,0,s1
4.251525640487671,1,3,1,0,s1
4.2791588306427,1,3,1,0,s1
4.307182550430298,1,2,3,0,s1
4.334728002548218,1,1,3,0,s1
4.363519668579102,1,2,4,0,s1
4.408392667770386,1,2,4,0,s1
4.450042486190796,1,1,4,0,s1
4.476348400115967,1,1,4,0,s1
4.51567530632019,1,1,4,0,s1
4.555174827575684,1,0,4,0,s1
4.579963684082031,1,1,5,0,s1
4.6041882038116455,1,1,5,0,s1
4.631962299346924,1,1,5,0,s1
4.659864664077759,1,1,5,0,s1
4.715970277786255,1,1,5,0,s1
4.865187644958496,1,1,5,0,s1
4.925490379333496,1,1,5,0,s1
4.95015025138855,1,1,5,0,s1
4.985594987869263,1,1,5,0,s1
5.013080358505249,1,1,5,0,s1
5.038753509521484,1,1,5,0,s1
5.072408676147461,1,1,5,0,s1
5.108023166656494,1,1,5,0,s1
5.190293073654175,1,1,5,0,s1
5.272097587585449,1,1,5,0,s1
5.3049399852752686,1,1,5,0,s1
5.338445425033569,1,1,5,0,s1
5.363030195236206,1,1,5,0,s1
5.420536279678345,1,1,5,0,s1
5.452471971511841,1,2,3,0,s1
5.523245573043823,1,1,2,0,s1
5.648161172866821,1,2,1,2,s1
5.690072536468506,1,3,8,7,s1
5.721643686294556,1,3,8,6,s1
5.764412879943848,1,4,6,0,s1
5.89871621131897,1,3,6,1,s1
5.972224950790405,1,3,6,1,s1
6.000293254852295,1,3,6,1,s1
6.030384063720703,1,3,6,1,s1
6.060376882553101,1,4,6,0,s1
6.0852906703948975,1,4,6,0,s1
6.111887216567993,1,4,6,0,s1
6.198522090911865,1,4,6,0,s1
6.223715305328369,1,4,6,0,s1
6.249390602111816,1,4,6,0,s1
6.275617361068726,1,3,6,0,s1
6.314209222793579,1,3,6,0,s1
6.34047794342041,1,3,6,0,s1
6.3744683265686035,1,3,5,0,s1
6.415456533432007,1,3,6,0,s1
6.438528060913086,1,3,6,0,s1
6.464083909988403,1,3,6,0,s1
6.502074956893921,1,3,6,0,s1
6.554877281188965,1,3,6,0,s1
6.587337493896484,1,3,6,0,s1
6.625819683074951,1,3,6,0,s1
6.7514731884002686,1,3,6,0,s1
6.820970773696899,1,4,6,0,s1
6.855268716812134,1,4,4,0,s1
6.892350912094116,1,5,4,0,s1
6.94914984703064,1,5,4,0,s1
6.9860358238220215,1,4,3,0,s1
7.098772048950195,1,4,3,0,s1
7.211862087249756,1,4,3,0,s1
7.255840539932251,1,5,4,0,s1
7.282037734985352,1,5,4,0,s1
7.322185039520264,1,5,4,0,s1
7.42976188659668,1,5,4,0,s1
7.511777877807617,1,5,4,0,s1
7.537707567214966,1,4,4,0,s1
7.628627777099609,1,4,4,0,s1
7.670294523239136,1,4,4,0,s1
7.6952736377716064,1,4,5,0,s1
7.7249531745910645,1,4,5,0,s1
7.763632535934448,1,3,5,0,s1
7.809664249420166,1,3,5,0,s1
7.84859561920166,1,2,5,0,s1
7.874382019042969,1,1,5,0,s1
7.898842811584473,1,1,6,0,s1
7.967767000198364,1,1,6,0,s1
8.046951055526733,1,1,6,0,s1
8.080855369567871,1,1,6,0,s1
8.105892419815063,1,1,5,0,s1
8.139513969421387,1,1,4,0,s1
8.2996187210083,1,2,5,0,s1
8.37616753578186,1,1,5,0,s1
8.422061443328857,1,1,6,1,s1
8.44849681854248,1,1,6,2,s1
8.474015951156616,1,1,6,2,s1
8.52724838256836,1,1,7,3,s1
8.554901123046875,1,0,7,4,s1
8.580458879470825,1,0,8,5,s1
8.608059883117676,1,0,9,6,s1
8.64069652557373,1,0,8,7,s1
8.674612760543823,1,0,7,8,s1
8.717641830444336,1,0,6,8,s1
8.80557656288147,1,0,6,8,s1
8.860146522521973,1,0,6,8,s1
8.965237379074097,1,0,6,7,s1
8.995938062667847,1,1,6,5,s1
9.026635885238647,1,1,6,4,s1
9.065869331359863,1,2,7,3,s1
9.09494662284851,1,3,8,2,s1
9.209083795547485,1,3,8,2,s1
9.246750354766846,1,3,7,1,s1
9.31641173362732,1,3,6,1,s1
9.351033687591553,1,2,6,1,s1
9.38638162612915,1,2,5,0,s1
9.427115440368652,1,0,6,1,s1
9.56010103225708,1,1,7,1,s1
9.593325853347778,1,1,9,2,s1
